Wijk,Gem HR 1,rrData 1,Gem HR 2,rrData 2,Bloeddruk (Bovendruk) 1,Bloeddruk (Bovendruk) 2,Cholesterol 1,Cholesterol 2,Non-HDL 1,Non-HDL 2,Bloedsuiker 1,Bloedsuiker 2,BMI 1,BMI 2
,80.9,736,,,,,,,,,,,,
,80.8,744,,,,,,,,,,,,
,80.5,752,,,,,,,,,,,,
,80.5,744,,,,,,,,,,,,
,79.5,776,,,,,,,,,,,,
,78.6,784,,,,,,,,,,,,
,78.200005,776,,,,,,,,,,,,
,78.4,760,,,,,,,,,,,,
,78.3,768,,,,,,,,,,,,
,78.200005,768,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Amsterdamse Bos,83.700005,632,83.700005,736,<120,<120,5-6.5,<5,<3.8,>3.8,<7.8,7.8-11,18.5-25,18.5-25
,86.4,576,82.8,744,,,,,,,,,,
,89.1,592,82.4,736,,,,,,,,,,
,91.200005,624,82.1,736,,,,,,,,,,
,92.5,512,81.9,736,,,,,,,,,,
,93.4,488,81.5,744,,,,,,,,,,
,94.1,808,81.200005,744,,,,,,,,,,
,95.200005,584,81.200005,584,,,,,,,,,,
,96.6,600,81.200005,896,,,,,,,,,,
,97.9,560,81,744,,,,,,,,,,
,100.200005,568,80.9,744,,,,,,,,,,
,102.8,552,81.9,712,,,,,,,,,,
,105.1,544,81,760,,,,,,,,,,
,105.700005,560,80.9,744,,,,,,,,,,
,105.200005,576,80.8,744,,,,,,,,,,
,104.4,584,81,736,,,,,,,,,,
,104.3,576,81.200005,736,,,,,,,,,,
,104.3,576,81,744,,,,,,,,,,
,103.700005,616,80.9,744,,,,,,,,,,
,103.9,576,81.4,728,,,,,,,,,,
,102.9,632,80.6,760,,,,,,,,,,
,103.3,576,80.6,744,,,,,,,,,,
,103.6,576,80.6,952,,,,,,,,,,
,104.1,536,80.6,536,,,,,,,,,,
,104.6,568,80.4,752,,,,,,,,,,
,104.9,568,81.6,712,,,,,,,,,,
,103,608,81.6,464,,,,,,,,,,
,102.3,640,81.6,4264,,,,,,,,,,
,100.8,672,82.4,664,,,,,,,,,,
,98.3,648,83.700005,648,,,,,,,,,,
,96.9,680,83.700005,2048,,,,,,,,,,
,94.9,664,86.4,648,,,,,,,,,,
,92.9,680,86.6,688,,,,,,,,,,
,93.9,624,86.6,2040,,,,,,,,,,
,94.200005,632,86.5,696,,,,,,,,,,
,92.700005,672,86.1,704,,,,,,,,,,
,93,640,86.700005,680,,,,,,,,,,
,91.6,680,86.9,688,,,,,,,,,,
,91.6,656,87.3,680,,,,,,,,,,
,92.3,640,87.9,672,,,,,,,,,,
,94.200005,608,89.700005,640,,,,,,,,,,
,95.200005,616,90.9,640,,,,,,,,,,
,94.1,656,91.4,648,,,,,,,,,,
,95.1,616,91.8,648,,,,,,,,,,
,95.8,584,91.4,664,,,,,,,,,,
,97.1,600,91.4,656,,,,,,,,,,
,98,600,91.4,656,,,,,,,,,,
,98.6,600,91.1,664,,,,,,,,,,
,99.8,584,91.1,392,,,,,,,,,,
,101.1,576,91.1,2176,,,,,,,,,,
,100,616,90.200005,680,,,,,,,,,,
,100.8,552,90.3,664,,,,,,,,,,
,101.4,664,90,672,,,,,,,,,,
,100.200005,616,90.5,656,,,,,,,,,,
,98.6,632,90.5,664,,,,,,,,,,
,96.8,648,90.8,656,,,,,,,,,,
,96.6,624,91,656,,,,,,,,,,
,97.5,568,91.8,640,,,,,,,,,,
,97.5,616,92,648,,,,,,,,,,
,97.3,656,92.5,640,,,,,,,,,,
,95.9,648,92.5,648,,,,,,,,,,
,97.1,600,92.5,1288,,,,,,,,,,
,96.1,640,92.9,640,,,,,,,,,,
,96.9,608,93.9,624,,,,,,,,,,
,98.3,592,93.9,1256,,,,,,,,,,
,99.200005,592,93.9,1248,,,,,,,,,,
,99.9,592,93.9,9936,,,,,,,,,,
,101.200005,576,93.9,23112,,,,,,,,,,
,100.4,608,93.200005,696,,,,,,,,,,
,102.4,560,93.700005,632,,,,,,,,,,
,103.4,568,93.4,400,,,,,,,,,,
,101.6,616,93.200005,976,,,,,,,,,,
,101.1,600,93,584,,,,,,,,,,
,100,616,93,2080,,,,,,,,,,
,101.3,576,92.9,1344,,,,,,,,,,
,101.3,536,92.9,3016,,,,,,,,,,
,102.6,568,92.8,1360,,,,,,,,,,
,102.6,464,92.700005,1200,,,,,,,,,,
,101.8,600,92.700005,1560,,,,,,,,,,
,103.9,552,92.700005,10968,,,,,,,,,,
,105.8,544,92.700005,768,,,,,,,,,,
,106.5,528,92,664,,,,,,,,,,
,107,456,92,2432,,,,,,,,,,
,105.700005,584,92,9192,,,,,,,,,,
,107.6,536,92,3096,,,,,,,,,,
,108.4,544,92,1976,,,,,,,,,,
,109.5,536,,,,,,,,,,,,
,110.700005,528,,,,,,,,,,,,
,112.1,520,,,,,,,,,,,,
,112.6,528,,,,,,,,,,,,
,114.5,504,,,,,,,,,,,,
,113.200005,544,,,,,,,,,,,,
,113.3,528,,,,,,,,,,,,
,114.5,512,,,,,,,,,,,,
,113.700005,568,,,,,,,,,,,,
,111.3,568,,,,,,,,,,,,
,110.1,592,,,,,,,,,,,,
,109.200005,560,,,,,,,,,,,,
,107.9,600,,,,,,,,,,,,
,107,656,,,,,,,,,,,,
,106.4,632,,,,,,,,,,,,
,106,640,,,,,,,,,,,,
,104.6,592,,,,,,,,,,,,
,104.5,576,,,,,,,,,,,,
,104.3,1128,,,,,,,,,,,,
,105.1,528,,,,,,,,,,,,
,107.1,536,,,,,,,,,,,,
,107.6,552,,,,,,,,,,,,
,107,568,,,,,,,,,,,,
,106.6,568,,,,,,,,,,,,
,108.200005,536,,,,,,,,,,,,
,107,576,,,,,,,,,,,,
,108.5,536,,,,,,,,,,,,
,107.6,568,,,,,,,,,,,,
,107,568,,,,,,,,,,,,
,106.6,568,,,,,,,,,,,,
,106.6,640,,,,,,,,,,,,
,106.6,664,,,,,,,,,,,,
,104.6,600,,,,,,,,,,,,
,104.5,576,,,,,,,,,,,,
,104.4,576,,,,,,,,,,,,
,105.700005,552,,,,,,,,,,,,
,105.700005,496,,,,,,,,,,,,
,103.6,608,,,,,,,,,,,,
,103.6,520,,,,,,,,,,,,
,103.6,520,,,,,,,,,,,,
,103.6,504,,,,,,,,,,,,
,104.4,536,,,,,,,,,,,,
,105.8,520,,,,,,,,,,,,
,108.1,528,,,,,,,,,,,,
,108.8,640,,,,,,,,,,,,
,109.3,616,,,,,,,,,,,,
,109.6,672,,,,,,,,,,,,
,109.8,624,,,,,,,,,,,,
,109.3,584,,,,,,,,,,,,
,108.200005,600,,,,,,,,,,,,
,107.4,568,,,,,,,,,,,,
,106.9,568,,,,,,,,,,,,
,106.5,568,,,,,,,,,,,,
,107.1,520,,,,,,,,,,,,
,106.6,568,,,,,,,,,,,,
,107.200005,552,,,,,,,,,,,,
,106.6,608,,,,,,,,,,,,
,106.3,568,,,,,,,,,,,,
,104,608,,,,,,,,,,,,
,104.1,576,,,,,,,,,,,,
,103.9,656,,,,,,,,,,,,
,102.3,608,,,,,,,,,,,,
,101.5,640,,,,,,,,,,,,
,101,600,,,,,,,,,,,,
,99.6,624,,,,,,,,,,,,
,100.1,592,,,,,,,,,,,,
,99.9,536,,,,,,,,,,,,
,100.4,560,,,,,,,,,,,,
,101.5,576,,,,,,,,,,,,
,101.5,592,,,,,,,,,,,,
,101,600,,,,,,,,,,,,
,102.8,560,,,,,,,,,,,,
,102.8,584,,,,,,,,,,,,
,104.6,552,,,,,,,,,,,,
,105.3,536,,,,,,,,,,,,
,105.8,560,,,,,,,,,,,,
,107.6,536,,,,,,,,,,,,
,106.6,576,,,,,,,,,,,,
,106.8,480,,,,,,,,,,,,
,106.9,736,,,,,,,,,,,,
,105.9,632,,,,,,,,,,,,
,104,664,,,,,,,,,,,,
,101.700005,624,,,,,,,,,,,,
,100.8,608,,,,,,,,,,,,
,99.4,664,,,,,,,,,,,,
,99.1,576,,,,,,,,,,,,
,100.6,576,,,,,,,,,,,,
,101.200005,584,,,,,,,,,,,,
,101.700005,584,,,,,,,,,,,,
,103.3,560,,,,,,,,,,,,
,102.700005,592,,,,,,,,,,,,
,102.3,592,,,,,,,,,,,,
,104.200005,552,,,,,,,,,,,,
,104.200005,648,,,,,,,,,,,,
,102.5,608,,,,,,,,,,,,
,101.8,632,,,,,,,,,,,,
,102.1,584,,,,,,,,,,,,
,100.700005,616,,,,,,,,,,,,
,101.8,576,,,,,,,,,,,,
,102.5,576,,,,,,,,,,,,
,102.6,584,,,,,,,,,,,,
,102.200005,592,,,,,,,,,,,,
,101.5,632,,,,,,,,,,,,
,100.700005,608,,,,,,,,,,,,
,99.700005,616,,,,,,,,,,,,
,101.1,576,,,,,,,,,,,,
,102.5,568,,,,,,,,,,,,
,100.6,624,,,,,,,,,,,,
,98.9,632,,,,,,,,,,,,
,98.1,624,,,,,,,,,,,,
,96.8,640,,,,,,,,,,,,
,96.6,624,,,,,,,,,,,,
,96.1,632,,,,,,,,,,,,
,95.4,640,,,,,,,,,,,,
,96.4,608,,,,,,,,,,,,
,97.5,600,,,,,,,,,,,,
,99.5,576,,,,,,,,,,,,
,99.3,608,,,,,,,,,,,,
,100.3,584,,,,,,,,,,,,
,99.4,616,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Centrum-West,80.4,760,59.768322,921,120-140,120-140,<5,<5,<3.8,<3.8,7.8-11,7.8-11,25-30,18.5-25
,80.700005,736,60.43651,945,,,,,,,,,,
,80.9,736,60.43651,945,,,,,,,,,,
,80.8,744,62.5,960,,,,,,,,,,
,80.200005,760,62.2,976,,,,,,,,,,
,81.700005,704,62.3,960,,,,,,,,,,
,81.6,736,62.8,937,,,,,,,,,,
,81.8,728,63,945,,,,,,,,,,
,83.1,696,62.8,960,,,,,,,,,,
,84,696,62.9,953,,,,,,,,,,
,84.4,704,62.600002,968,,,,,,,,,,
,84.6,704,63.5,914,,,,,,,,,,
,85.4,688,63.3,953,,,,,,,,,,
,85.6,696,64.700005,882,,,,,,,,,,
,85.200005,712,64.8,921,,,,,,,,,,
,84.9,712,65.200005,906,,,,,,,,,,
,85.3,696,66.200005,875,,,,,,,,,,
,85.3,704,65.5,937,,,,,,,,,,
,84.4,728,65.200005,929,,,,,,,,,,
,83.8,728,64.700005,945,,,,,,,,,,
,84.5,696,63.7,976,,,,,,,,,,
,83.9,728,62.7,992,,,,,,,,,,
,83.700005,720,62.600002,960,,,,,,,,,,
,83.6,720,62.100002,984,,,,,,,,,,
,84.1,704,62.2,960,,,,,,,,,,
,83.9,720,62,976,,,,,,,,,,
,83.4,728,62.5,945,,,,,,,,,,
,82.3,752,62.8,945,,,,,,,,,,
,82.6,720,62.7,960,,,,,,,,,,
,82.5,728,62.8,953,,,,,,,,,,
,81.700005,752,62.9,953,,,,,,,,,,
,80.6,768,62.8,960,,,,,,,,,,
,80.1,760,63.3,929,,,,,,,,,,
,80.5,736,63.2,953,,,,,,,,,,
,80,760,63.3,945,,,,,,,,,,
,79.4,768,63.7,929,,,,,,,,,,
,79,768,62.7,992,,,,,,,,,,
,79.200005,752,62.9,945,,,,,,,,,,
,79.1,760,62.3,984,,,,,,,,,,
,78.8,768,62.100002,976,,,,,,,,,,
,78.1,784,62.5,945,,,,,,,,,,
,78.3,760,61.9,992,,,,,,,,,,
,78.200005,768,62.100002,960,,,,,,,,,,
,77.9,776,61.9,976,,,,,,,,,,
,77.3,792,61.5,992,,,,,,,,,,
,77.3,776,61.3,984,,,,,,,,,,
,77.1,784,60.600002,1015,,,,,,,,,,
,76.5,800,60.100002,1015,,,,,,,,,,
,76.5,784,59.8,1015,,,,,,,,,,
,77.200005,760,59.9,1000,,,,,,,,,,
,77,784,,,,,,,,,,,,
,76.8,784,,,,,,,,,,,,
,77.200005,768,,,,,,,,,,,,
,78,752,,,,,,,,,,,,
,77.8,776,,,,,,,,,,,,
,77.4,784,,,,,,,,,,,,
,77.9,760,,,,,,,,,,,,
,78,768,,,,,,,,,,,,
,77.5,784,,,,,,,,,,,,
,77.9,760,,,,,,,,,,,,
,78.200005,760,,,,,,,,,,,,
,77.9,776,,,,,,,,,,,,
,78,768,,,,,,,,,,,,
,78.5,752,,,,,,,,,,,,
,78.9,752,,,,,,,,,,,,
,78.9,760,,,,,,,,,,,,
,79.700005,736,,,,,,,,,,,,
,80,744,,,,,,,,,,,,
,79.700005,760,,,,,,,,,,,,
,79.700005,752,,,,,,,,,,,,
,79.700005,752,,,,,,,,,,,,
,80.5,728,,,,,,,,,,,,
,80.5,744,,,,,,,,,,,,
,80.5,744,,,,,,,,,,,,
,81.1,728,,,,,,,,,,,,
,81.200005,736,,,,,,,,,,,,
,81,744,,,,,,,,,,,,
,80.4,760,,,,,,,,,,,,
,80.5,744,,,,,,,,,,,,
,81.1,728,,,,,,,,,,,,
,80.700005,752,,,,,,,,,,,,
,80.4,752,,,,,,,,,,,,
,81.3,720,,,,,,,,,,,,
,81.4,736,,,,,,,,,,,,
,81.4,736,,,,,,,,,,,,
,81.700005,728,,,,,,,,,,,,
,82.5,712,,,,,,,,,,,,
,82.700005,720,,,,,,,,,,,,
,82.9,720,,,,,,,,,,,,
,83.3,712,,,,,,,,,,,,
,83.6,712,,,,,,,,,,,,
,83.200005,728,,,,,,,,,,,,
,82.4,744,,,,,,,,,,,,
,82.4,728,,,,,,,,,,,,
,81.9,744,,,,,,,,,,,,
,81.3,752,,,,,,,,,,,,
,80.6,760,,,,,,,,,,,,
,80.6,744,,,,,,,,,,,,
,80.1,760,,,,,,,,,,,,
,79.5,768,,,,,,,,,,,,
,79.3,760,,,,,,,,,,,,
,80,736,,,,,,,,,,,,
,79.700005,760,,,,,,,,,,,,
,79.200005,768,,,,,,,,,,,,
,79.4,752,,,,,,,,,,,,
,79.5,752,,,,,,,,,,,,
,79.1,768,,,,,,,,,,,,
,78.8,768,,,,,,,,,,,,
,79.3,744,,,,,,,,,,,,
,78.9,768,,,,,,,,,,,,
,78.700005,768,,,,,,,,,,,,
,78.8,760,,,,,,,,,,,,
,79.1,752,,,,,,,,,,,,
,78.8,768,,,,,,,,,,,,
,78.3,776,,,,,,,,,,,,
,78.5,760,,,,,,,,,,,,
,78.9,752,,,,,,,,,,,,
,78.700005,768,,,,,,,,,,,,
,78.8,760,,,,,,,,,,,,
,79.1,752,,,,,,,,,,,,
,79.3,752,,,,,,,,,,,,
,79.200005,760,,,,,,,,,,,,
,79.9,736,,,,,,,,,,,,
,79.6,760,,,,,,,,,,,,
,79.4,760,,,,,,,,,,,,
,79,768,,,,,,,,,,,,
,78.700005,768,,,,,,,,,,,,
,78.3,776,,,,,,,,,,,,
,77.5,792,,,,,,,,,,,,
,77.4,776,,,,,,,,,,,,
,77.6,768,,,,,,,,,,,,
,77.5,776,,,,,,,,,,,,
,77,792,,,,,,,,,,,,
,76.6,792,,,,,,,,,,,,
,77.1,768,,,,,,,,,,,,
,76.9,784,,,,,,,,,,,,
,76.8,784,,,,,,,,,,,,
,77.4,760,,,,,,,,,,,,
,77.4,776,,,,,,,,,,,,
,76.9,792,,,,,,,,,,,,
,76.1,808,,,,,,,,,,,,
,76,792,,,,,,,,,,,,
,75.9,792,,,,,,,,,,,,
,75.6,800,,,,,,,,,,,,
,75.700005,792,,,,,,,,,,,,
,76.200005,776,,,,,,,,,,,,
,75.8,800,,,,,,,,,,,,
,75.6,800,,,,,,,,,,,,
,76.1,776,,,,,,,,,,,,
,76.200005,784,,,,,,,,,,,,
,76.1,792,,,,,,,,,,,,
,76.5,776,,,,,,,,,,,,
,77.5,752,,,,,,,,,,,,
,77.700005,768,,,,,,,,,,,,
,78.3,752,,,,,,,,,,,,
,79,744,,,,,,,,,,,,
,79.200005,752,,,,,,,,,,,,
,78.9,768,,,,,,,,,,,,
,79.200005,752,,,,,,,,,,,,
,79.1,760,,,,,,,,,,,,
,79,760,,,,,,,,,,,,
,78.700005,768,,,,,,,,,,,,
,79,752,,,,,,,,,,,,
,79.200005,752,,,,,,,,,,,,
,79.6,744,,,,,,,,,,,,
,80.4,728,,,,,,,,,,,,
,81.3,720,,,,,,,,,,,,
,81.6,728,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Centrum-Oost,67.700005,867,74.4,640,<120,<120,<5,<5,>3.8,<3.8,<7.8,7.8-11,>30,>30
,67.8,882,74.4,640,,,,,,,,,,
,68.200005,867,74.4,648,,,,,,,,,,
,69.3,835,74.4,664,,,,,,,,,,
,70.5,820,75.9,656,,,,,,,,,,
,71.700005,804,78.200005,648,,,,,,,,,,
,71.9,828,81.9,664,,,,,,,,,,
,71.700005,843,84.8,656,,,,,,,,,,
,71.700005,984,86.5,664,,,,,,,,,,
,71.700005,1039,87.700005,664,,,,,,,,,,
,72.200005,820,88.8,656,,,,,,,,,,
,72.8,757,89.3,664,,,,,,,,,,
,73.3,1046,90,656,,,,,,,,,,
,75.3,750,90.8,648,,,,,,,,,,
,75.5,789,91.3,648,,,,,,,,,,
,75.700005,1039,91.4,656,,,,,,,,,,
,77.3,742,91.8,648,,,,,,,,,,
,76.1,820,92,648,,,,,,,,,,
,76.1,1046,91.8,656,,,,,,,,,,
,77.1,757,91.4,664,,,,,,,,,,
,77.1,968,90.8,671,,,,,,,,,,
,77.5,765,90.4,671,,,,,,,,,,
,77.5,1054,90.4,664,,,,,,,,,,
,79,726,90.4,664,,,,,,,,,,
,79.1,757,90.700005,656,,,,,,,,,,
,79.1,1046,91.6,640,,,,,,,,,,
,79.1,1015,92.6,632,,,,,,,,,,
,79.1,898,94,617,,,,,,,,,,
,78.3,851,95.4,609,,,,,,,,,,
,76.8,820,96.3,609,,,,,,,,,,
,75.3,835,97.4,601,,,,,,,,,,
,73.6,859,98.5,593,,,,,,,,,,
,71.9,882,100.1,578,,,,,,,,,,
,71.3,859,101.700005,570,,,,,,,,,,
,70.5,875,103.200005,562,,,,,,,,,,
,70.3,859,104.3,562,,,,,,,,,,
,70.200005,1218,105.5,554,,,,,,,,,,
,71,757,106.3,554,,,,,,,,,,
,71.6,1078,105.5,578,,,,,,,,,,
,72.700005,742,105,578,,,,,,,,,,
,73.3,804,103.9,593,,,,,,,,,,
,73,914,101.9,617,,,,,,,,,,
,74.4,773,101.200005,640,,,,,,,,,,
,74.200005,1085,99.9,664,,,,,,,,,,
,74.700005,742,97.4,656,,,,,,,,,,
,75.6,773,95.6,656,,,,,,,,,,
,75.8,1062,95.1,640,,,,,,,,,,
,76,1085,94,656,,,,,,,,,,
,75.5,867,92.6,671,,,,,,,,,,
,73.4,875,90.700005,695,,,,,,,,,,
,73.1,1132,88.8,710,,,,,,,,,,
,72.1,937,86.9,726,,,,,,,,,,
,69.4,953,85.6,726,,,,,,,,,,
,67.8,937,84.4,734,,,,,,,,,,
,67.1,914,84.700005,703,,,,,,,,,,
,66,945,85.8,679,,,,,,,,,,
,65.9,914,86.6,679,,,,,,,,,,
,65.3,937,88.1,656,,,,,,,,,,
,65.8,898,89.1,656,,,,,,,,,,
,65,953,89.200005,671,,,,,,,,,,
,64.700005,937,89.6,664,,,,,,,,,,
,65.200005,906,89.8,664,,,,,,,,,,
,66,882,89.700005,671,,,,,,,,,,
,67.8,835,89.9,664,,,,,,,,,,
,68.4,859,89.4,679,,,,,,,,,,
,68.1,890,89.1,679,,,,,,,,,,
,68.1,1226,89.5,664,,,,,,,,,,
,67.200005,921,89.5,671,,,,,,,,,,
,68,789,89.5,671,,,,,,,,,,
,69.8,812,89.5,671,,,,,,,,,,
,70.200005,1101,89.5,671,,,,,,,,,,
,70.4,1062,89.200005,679,,,,,,,,,,
,69.9,875,88.3,695,,,,,,,,,,
,72,781,87.4,703,,,,,,,,,,
,71.8,843,87.4,687,,,,,,,,,,
,70.8,875,87.4,687,,,,,,,,,,
,70.3,867,86.8,703,,,,,,,,,,
,69.700005,953,86.1,710,,,,,,,,,,
,70.8,820,86.5,687,,,,,,,,,,
,70.5,1117,86.700005,687,,,,,,,,,,
,71.3,734,87.200005,679,,,,,,,,,,
,71.9,1117,87.9,671,,,,,,,,,,
,71.3,968,88.1,679,,,,,,,,,,
,69.3,929,88.5,671,,,,,,,,,,
,70.700005,812,88.1,687,,,,,,,,,,
,71.700005,812,87.3,703,,,,,,,,,,
,70.6,882,86.700005,703,,,,,,,,,,
,70.200005,867,85.8,718,,,,,,,,,,
,69.9,867,85.6,703,,,,,,,,,,
,70.3,843,85.8,695,,,,,,,,,,
,70.6,843,86.3,687,,,,,,,,,,
,70.6,851,86.9,679,,,,,,,,,,
,70.6,851,86.700005,695,,,,,,,,,,
,71,835,87.200005,679,,,,,,,,,,
,71,1125,87.6,679,,,,,,,,,,
,71,1062,88.1,671,,,,,,,,,,
,71,992,88.200005,679,,,,,,,,,,
,69.200005,921,88.3,679,,,,,,,,,,
,67.8,929,87.700005,695,,,,,,,,,,
,66.8,929,88.200005,671,,,,,,,,,,
,67,890,88.6,671,,,,,,,,,,
,66.3,929,88.8,671,,,,,,,,,,
,65.9,921,89.3,664,,,,,,,,,,
,65.9,625,89.6,664,,,,,,,,,,
,65.9,1093,89.8,664,,,,,,,,,,
,65.9,390,89.4,679,,,,,,,,,,
,65.9,546,89.1,679,,,,,,,,,,
,65.9,726,88.9,679,,,,,,,,,,
,65.700005,921,89.1,671,,,,,,,,,,
,66.4,820,89.5,664,,,,,,,,,,
,68.9,804,90.1,656,,,,,,,,,,
,71,789,90.9,648,,,,,,,,,,
,71.700005,820,91.4,648,,,,,,,,,,
,72.200005,820,92.1,640,,,,,,,,,,
,72.3,828,92.3,648,,,,,,,,,,
,72.200005,835,92.8,640,,,,,,,,,,
,72.3,828,93.1,640,,,,,,,,,,
,72,843,93.3,640,,,,,,,,,,
,71.3,859,92.8,656,,,,,,,,,,
,71.5,835,92.1,664,,,,,,,,,,
,70.8,937,91.9,656,,,,,,,,,,
,70.3,1148,91.8,656,,,,,,,,,,
,71.4,812,91.700005,656,,,,,,,,,,
,71.200005,1039,91.6,656,,,,,,,,,,
,72.9,781,91.6,656,,,,,,,,,,
,73.8,789,91.9,648,,,,,,,,,,
,73.700005,1070,91.8,656,,,,,,,,,,
,74.3,742,91.700005,656,,,,,,,,,,
,74.8,1054,91.6,656,,,,,,,,,,
,76.6,742,90.9,671,,,,,,,,,,
,76,875,91.1,656,,,,,,,,,,
,75.6,1054,91.6,648,,,,,,,,,,
,75.3,1062,93.3,617,,,,,,,,,,
,,,94.9,609,,,,,,,,,,
,,,96.8,593,,,,,,,,,,
,,,98.1,593,,,,,,,,,,
,,,99.8,578,,,,,,,,,,
,,,100.6,585,,,,,,,,,,
,,,101.200005,585,,,,,,,,,,
,,,100.8,601,,,,,,,,,,
,,,100.1,609,,,,,,,,,,
,,,99.200005,617,,,,,,,,,,
,,,99,609,,,,,,,,,,
,,,99,414,,,,,,,,,,
,,,99,757,,,,,,,,,,
,,,99.8,554,,,,,,,,,,
,,,101.9,562,,,,,,,,,,
,,,104.3,546,,,,,,,,,,
,,,106,546,,,,,,,,,,
,,,107.6,539,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
